record_number,temperature,rate_coefficient,rate_coefficient_error,data_source
B201218795,3E+1,6.100000000000000907245348395E-11,0.0,NFRI
B201218795,4E+1,5.579999999999999730247748217E-11,0.0,NFRI
B201218795,5E+1,5.240000000000000128866167992E-11,0.0,NFRI
B201218795,6E+1,4.989999999999999699705463851E-11,0.0,NFRI
B201218795,7E+1,4.820000000000000545249527295E-11,0.0,NFRI
B201218795,8E+1,4.689999999999999443206560304E-11,0.0,NFRI
B201218795,9E+1,4.579999999999999952309492324E-11,0.0,NFRI
B201218795,1E+2,4.479999999999999651398239956E-11,0.0,NFRI
B201221436,1E+1,1.042173459999999928504314721E-11,0.0,NFRI
B201221436,12,1.003531089999999928644348701E-11,0.0,NFRI
B201221436,15,9.648261939999998946042686895E-12,0.0,NFRI
B201221436,17,9.472709209999998749221111911E-12,0.0,NFRI
B201221436,2E+1,9.289805030000000579009734151E-12,0.0,NFRI
B201221436,22,9.206523059999998851537327153E-12,0.0,NFRI
B201221436,25,9.123143169999999405626569742E-12,0.0,NFRI
B201221436,27,9.088849030000001288674661795E-12,0.0,NFRI
B201221436,3E+1,9.061662089999999088576880342E-12,0.0,NFRI
B201221436,32,9.056485760000000778867445458E-12,0.0,NFRI
B201221436,35,9.064047809999999155276853718E-12,0.0,NFRI
B201221436,37,9.077502379999999236956698687E-12,0.0,NFRI
B201221436,4E+1,9.107914129999999912615300894E-12,0.0,NFRI
B201221436,42,9.133917180000000148848700774E-12,0.0,NFRI
B201221436,45,9.180024739999999318317580335E-12,0.0,NFRI
B201221436,47,9.214799409999999209359050804E-12,0.0,NFRI
B201221436,5E+1,9.27203910999999970912385117E-12,0.0,NFRI
B201221436,52,9.313115969999999656133568315E-12,0.0,NFRI
B201221436,55,9.378440629999999567737936578E-12,0.0,NFRI
B201221436,57,9.424138619999998828648393956E-12,0.0,NFRI
B201221436,6E+1,9.495438790000000208266946964E-12,0.0,NFRI
B201221436,62,9.544575900000000166294357939E-12,0.0,NFRI
B201221436,65,9.620348000000000357961408475E-12,0.0,NFRI
B201221436,67,9.672070900000000523219347951E-12,0.0,NFRI
B201221436,7E+1,9.751217080000000702060307454E-12,0.0,NFRI
B201221436,72,9.804896059999999779504554874E-12,0.0,NFRI
B201221436,75,9.88659845999999989794977608E-12,0.0,NFRI
B201221436,77,9.941760209999999635110780297E-12,0.0,NFRI
B201221436,8E+1,1.002539920000000001642287936E-11,0.0,NFRI
B201221436,82,1.008168240000000089280765018E-11,0.0,NFRI
B201221436,85,1.016678169999999898509996798E-11,0.0,NFRI
B201221436,87,1.022390680000000118493055235E-11,0.0,NFRI
B201221436,9E+1,1.031009580000000147532161167E-11,0.0,NFRI
B201221436,92,1.036784419999999997745667013E-11,0.0,NFRI
B201221436,95,1.04548315999999990984764889E-11,0.0,NFRI
B201221436,97,1.051303049999999916465027015E-11,0.0,NFRI
B201221436,1E+2,1.060058509999999936189998289E-11,0.0,NFRI
B201221456,1E+1,7.873999999999999770137732758E-12,0.0,NFRI
B201221456,12,7.876719999999999580833147575E-12,0.0,NFRI
B201221456,15,7.885750000000000401646457318E-12,0.0,NFRI
B201221456,17,7.895069999999998992723565669E-12,0.0,NFRI
B201221456,2E+1,7.913999999999998791902982658E-12,0.0,NFRI
B201221456,22,7.929919999999999394536052328E-12,0.0,NFRI
B201221456,25,7.958749999999999787668710457E-12,0.0,NFRI
B201221456,27,7.981269999999999170683473662E-12,0.0,NFRI
B201221456,3E+1,8.02000000000000015776937293E-12,0.0,NFRI
B201221456,32,8.049119999999999936752963561E-12,0.0,NFRI
B201221456,35,8.097749999999999902204970077E-12,0.0,NFRI
B201221456,37,8.133470000000000077157388134E-12,0.0,NFRI
B201221456,4E+1,8.191999999999999020975501897E-12,0.0,NFRI
B201221456,42,8.234319999999999591896747381E-12,0.0,NFRI
B201221456,45,8.302750000000000745255236176E-12,0.0,NFRI
B201221456,47,8.351670000000000096558175193E-12,0.0,NFRI
B201221456,5E+1,8.430000000000000228282771236E-12,0.0,NFRI
B201221456,52,8.48551999999999997555453768E-12,0.0,NFRI
B201221456,55,8.573750000000000701232374862E-12,0.0,NFRI
B201221456,57,8.635869999999999228885834839E-12,0.0,NFRI
B201221456,6E+1,8.734000000000000548516913161E-12,0.0,NFRI
B201221456,62,8.802719999999999472139200566E-12,0.0,NFRI
B201221456,65,8.910749999999999770136386134E-12,0.0,NFRI
B201221456,67,8.986069999999997474140367073E-12,0.0,NFRI
B201221456,7E+1,9.103999999999998366090793781E-12,0.0,NFRI
B201221456,72,9.185919999999999697237869931E-12,0.0,NFRI
B201221456,75,9.313749999999999567554403887E-12,0.0,NFRI
B201221456,77,9.40226999999999967908317357E-12,0.0,NFRI
B201221456,8E+1,9.539999999999998527765814773E-12,0.0,NFRI
B201221456,82,9.635119999999999035263411883E-12,0.0,NFRI
B201221456,85,9.782750000000000093486428118E-12,0.0,NFRI
B201221456,87,9.884469999999999381365718763E-12,0.0,NFRI
B201221456,9E+1,1.004199999999999941795484224E-11,0.0,NFRI
B201221456,92,1.015031999999999910180296032E-11,0.0,NFRI
B201221456,95,1.031774999999999973234532494E-11,0.0,NFRI
B201221456,97,1.043266999999999981216227043E-11,0.0,NFRI
B201221456,1E+2,1.06099999999999994210707423E-11,0.0,NFRI
B201208826,295,5.700000000000000349835192481E-11,.000000000011999999999999999,NFRI
B201218821,1E+2,1.49999999999999991934287351E-15,0.0,NFRI
B201218821,2E+2,5.099999999999999725765769933E-14,0.0,NFRI
B201218821,3E+2,3.060000000000000087894951631E-13,0.0,NFRI
B201218821,5E+2,1.740000000000000057899027074E-12,0.0,NFRI
B201218821,7E+2,4.170000000000000204913520797E-12,0.0,NFRI
B201218821,1E+3,8.679999999999999364973768263E-12,0.0,NFRI
B201218821,1.5E+3,1.630000000000000122715497273E-11,0.0,NFRI
B201218821,2E+3,2.230000000000000312595877587E-11,0.0,NFRI
B201218821,2.5E+3,2.620000000000000064433083996E-11,0.0,NFRI
B201218821,3E+3,2.839999999999999692462073514E-11,0.0,NFRI
B201218730,5,7.999999999999999839093181034E-12,0.0,NFRI
B201218730,1E+1,7.999999999999999839093181034E-12,0.0,NFRI
B201218730,2E+1,8.099999999999999816887006623E-12,0.0,NFRI
B201218730,4E+1,8.300000000000001388061791694E-12,0.0,NFRI
B201218730,6E+1,8.49999999999999972806230898E-12,0.0,NFRI
B201218730,8E+1,8.699999999999999683649960159E-12,0.0,NFRI
B201218730,1E+2,9.099999999999999594825262516E-12,0.0,NFRI
B201218730,2E+2,1.10000000000000007884950826E-11,0.0,NFRI
B201218730,3E+2,1.29999999999999987287844605E-11,0.0,NFRI
B201218730,5E+2,1.499999999999999990024810618E-11,0.0,NFRI
B201221470,1E+1,3.802000000000000157385271917E-11,0.0,NFRI
B201221470,12,3.765280000000000128057757655E-11,0.0,NFRI
B201221470,15,3.711999999999999692694688719E-11,0.0,NFRI
B201221470,17,3.67768000000000021859620033E-11,0.0,NFRI
B201221470,2E+1,3.628000000000000292959243426E-11,0.0,NFRI
B201221470,22,3.596080000000000081620073795E-11,0.0,NFRI
B201221470,25,3.550000000000000019474375365E-11,0.0,NFRI
B201221470,27,3.520479999999999717129378051E-11,0.0,NFRI
B201221470,3E+1,3.478000000000000164709791652E-11,0.0,NFRI
B201221470,32,3.450879999999999771358966654E-11,0.0,NFRI
B201221470,35,3.411999999999999436195785173E-11,0.0,NFRI
B201221470,37,3.387280000000000244308839605E-11,0.0,NFRI
B201221470,4E+1,3.352000000000000418871770155E-11,0.0,NFRI
B201221470,42,3.329679999999999843509289789E-11,0.0,NFRI
B201221470,45,3.297999999999999881563478813E-11,0.0,NFRI
B201221470,47,3.278079999999999861430024321E-11,0.0,NFRI
B201221470,5E+1,3.249999999999999762975471819E-11,0.0,NFRI
B201221470,52,3.2324800000000002980710432E-11,0.0,NFRI
B201221470,55,3.208000000000000063107749172E-11,0.0,NFRI
B201221470,57,3.192879999999999860962639312E-11,0.0,NFRI
B201221470,6E+1,3.172000000000000135725457316E-11,0.0,NFRI
B201221470,62,3.159279999999999842574519772E-11,0.0,NFRI
B201221470,65,3.14199999999999998082859625E-11,0.0,NFRI
B201221470,67,3.131680000000000242906684579E-11,0.0,NFRI
B201221470,7E+1,3.118000000000000244652019531E-11,0.0,NFRI
B201221470,72,3.110079999999999769489426619E-11,0.0,NFRI
B201221470,75,3.099999999999999634726020046E-11,0.0,NFRI
B201221470,77,3.094479999999999714792453007E-11,0.0,NFRI
B201221470,8E+1,3.088000000000000089755158465E-11,0.0,NFRI
B201221470,82,3.084880000000000078815763743E-11,0.0,NFRI
B201221470,85,3.082000000000000317269727675E-11,0.0,NFRI
B201221470,87,3.081280000000000215324505268E-11,0.0,NFRI
B201221470,9E+1,3.082000000000000317269727675E-11,0.0,NFRI
B201221470,92,3.083680000000000124318677585E-11,0.0,NFRI
B201221470,95,3.088000000000000089755158465E-11,0.0,NFRI
B201221470,97,3.092079999999999805798280691E-11,0.0,NFRI
B201221470,1E+2,3.099999999999999634726020046E-11,0.0,NFRI
B201869885,3E+2,22,0,NFRI
B201216742,298,2.199999999999999965848044371E-13,0.0,NFRI
B201221525,1E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,12,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,15,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,17,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,2E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,22,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,25,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,27,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,3E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,32,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,35,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,37,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,4E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,42,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,45,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,47,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,5E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,52,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,55,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,57,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,6E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,62,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,65,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,67,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,7E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,72,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,75,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,77,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,8E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,82,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,85,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,87,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,9E+1,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,92,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,95,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,97,1.300000000000000115216516134E-12,0.0,NFRI
B201221525,1E+2,1.300000000000000115216516134E-12,0.0,NFRI
B201869884,3E+2,1.39999999999999991118215803,0,NFRI
B201218643,5E+2,9.199999999999999194483543568E-19,0.0,NFRI
B201218643,6E+2,2.7999999999999997380956007E-18,0.0,NFRI
B201218643,7E+2,6.399999999999999841573931746E-18,0.0,NFRI
B201218643,8E+2,1.199999999999999931776513315E-17,0.0,NFRI
B201218643,9E+2,2.000000000000000143084848109E-17,0.0,NFRI
B201218643,1E+3,2.89999999999999966821264533E-17,0.0,NFRI
B201218643,1.1E+3,4.000000000000000286169696218E-17,0.0,NFRI
B201218643,1.3E+3,6.300000000000000065531282667E-17,0.0,NFRI
B201218643,1.5E+3,8.90000000000000040561598076E-17,0.0,NFRI
B201218643,2E+3,2.299999999999999902621102889E-16,0.0,NFRI
B201218643,2.5E+3,9.500000000000000540986072523E-16,0.0,NFRI
B201218643,3E+3,3.400000000000000027540088014E-15,0.0,NFRI
B201218643,3.5E+3,8.799999999999999421630070561E-15,0.0,NFRI
B201218643,4E+3,1.8000000000000002187558103E-14,0.0,NFRI
B201218643,4.5E+3,3.300000000000000453643045898E-14,0.0,NFRI
B201218643,5E+3,5.199999999999999930751536226E-14,0.0,NFRI
B201216718,298,1.199999999999999935474298808E-13,0.0,NFRI
B201218722,5,9.199999999999999572619088105E-12,0.0,NFRI
B201218722,1E+1,8.399999999999999750268483391E-12,0.0,NFRI
B201218722,2E+1,8.099999999999999816887006623E-12,0.0,NFRI
B201218722,4E+1,7.999999999999999839093181034E-12,0.0,NFRI
B201218722,6E+1,7.999999999999999839093181034E-12,0.0,NFRI
B201218722,8E+1,8.300000000000001388061791694E-12,0.0,NFRI
B201218722,1E+2,8.59999999999999970585613457E-12,0.0,NFRI
B201218722,2E+2,1.10000000000000007884950826E-11,0.0,NFRI
B201218722,3E+2,1.29999999999999987287844605E-11,0.0,NFRI
B201218722,5E+2,1.599999999999999967818636207E-11,0.0,NFRI
B201221586,1E+1,4.063795729999999505176932838E-11,0.0,NFRI
B201221586,12,4.368688499999999818182920404E-11,0.0,NFRI
B201221586,15,4.769927760000000375302697562E-11,0.0,NFRI
B201221586,17,5.008953689999999926483367715E-11,0.0,NFRI
B201221586,2E+1,5.334618020000000050867228003E-11,0.0,NFRI
B201221586,22,5.533711320000000050314233684E-11,0.0,NFRI
B201221586,25,5.81014555000000082050587626E-11,0.0,NFRI
B201221586,27,5.981724980000000210702161148E-11,0.0,NFRI
B201221586,3E+1,6.222797099999999962001816307E-11,0.0,NFRI
B201221586,32,6.373919079999998950486185327E-11,0.0,NFRI
B201221586,35,6.587970999999999697071387618E-11,0.0,NFRI
B201221586,37,6.723090749999999405135357219E-11,0.0,NFRI
B201221586,4E+1,6.915595190000000269469221606E-11,0.0,NFRI
B201221586,42,7.037735440000001749249093093E-11,0.0,NFRI
B201221586,45,7.212509670000000385852943682E-11,0.0,NFRI
B201221586,47,7.323831620000000112258669473E-11,0.0,NFRI
B201221586,5E+1,7.483662640000001404385058326E-11,0.0,NFRI
B201221586,52,7.585774470000000376778056153E-11,0.0,NFRI
B201221586,55,7.732770479999999931083711594E-11,0.0,NFRI
B201221586,57,7.826907129999999532796987685E-11,0.0,NFRI
B201221586,6E+1,7.962708590000000180658331632E-11,0.0,NFRI
B201221586,62,8.049842840000000385661694422E-11,0.0,NFRI
B201221586,65,8.175756109999997563549203684E-11,0.0,NFRI
B201221586,67,8.256670550000001969957687294E-11,0.0,NFRI
B201221586,7E+1,8.373756159999997516132496511E-11,0.0,NFRI
B201221586,72,8.449091549999999903721615102E-11,0.0,NFRI
B201221586,75,8.55822462999999978386848538E-11,0.0,NFRI
B201221586,77,8.628513600000000336737769824E-11,0.0,NFRI
B201221586,8E+1,8.730426419999999780501342281E-11,0.0,NFRI
B201221586,82,8.796117459999999871738710045E-11,0.0,NFRI
B201221586,85,8.891430250000000517802632465E-11,0.0,NFRI
B201221586,87,8.952905319999999627310356651E-11,0.0,NFRI
B201221586,9E+1,9.042148970000000009097829205E-11,0.0,NFRI
B201221586,92,9.099736629999999102558286347E-11,0.0,NFRI
B201221586,95,9.183369840000000994038834279E-11,0.0,NFRI
B201221586,97,9.237355190000001152347369705E-11,0.0,NFRI
B201221586,1E+2,9.315777619999999387615970769E-11,0.0,NFRI
B201869437,3E+2,2.79999999999999982236431606,0,NFRI
B201841074,3E+2,4.400000000000000315398033042E-11,0,NFRI
B201216723,298,1.50000000000000017177836318E-13,0.0,NFRI
B201869337,3E+2,3.20000000000000017763568394,0,NFRI
B201221493,1E+1,2.599999999999999745756892099E-11,0.0,NFRI
B201221493,12,2.640000000000000059991849114E-11,0.0,NFRI
B201221493,15,2.700000000000000046668144467E-11,0.0,NFRI
B201221493,17,2.739999999999999714668247924E-11,0.0,NFRI
B201221493,2E+1,2.800000000000000024461970057E-11,0.0,NFRI
B201221493,22,2.839999999999999692462073514E-11,0.0,NFRI
B201221493,25,2.899999999999999679138368867E-11,0.0,NFRI
B201221493,27,2.939999999999999670255899103E-11,0.0,NFRI
B201221493,3E+1,2.999999999999999980049621235E-11,0.0,NFRI
B201221493,32,3.039999999999999971167151471E-11,0.0,NFRI
B201221493,35,3.099999999999999634726020046E-11,0.0,NFRI
B201221493,37,3.140000000000000272078403839E-11,0.0,NFRI
B201221493,4E+1,3.199999999999999935637272414E-11,0.0,NFRI
B201221493,42,3.239999999999999926754802649E-11,0.0,NFRI
B201221493,45,3.300000000000000236548524781E-11,0.0,NFRI
B201221493,47,3.33999999999999958143120146E-11,0.0,NFRI
B201221493,5E+1,3.399999999999999891224923592E-11,0.0,NFRI
B201221493,52,3.439999999999999882342453828E-11,0.0,NFRI
B201221493,55,3.50000000000000019213617596E-11,0.0,NFRI
B201221493,57,3.539999999999999537018852639E-11,0.0,NFRI
B201221493,6E+1,3.599999999999999846812574771E-11,0.0,NFRI
B201221493,62,3.639999999999999837930105006E-11,0.0,NFRI
B201221493,65,3.700000000000000147723827138E-11,0.0,NFRI
B201221493,67,3.740000000000000138841357374E-11,0.0,NFRI
B201221493,7E+1,3.799999999999999802400225949E-11,0.0,NFRI
B201221493,72,3.839999999999999793517756185E-11,0.0,NFRI
B201221493,75,3.900000000000000103311478317E-11,0.0,NFRI
B201221493,77,3.940000000000000094429008553E-11,0.0,NFRI
B201221493,8E+1,4.000000000000000404222730685E-11,0.0,NFRI
B201221493,82,4.040000000000000395340260921E-11,0.0,NFRI
B201221493,85,4.100000000000000058899129496E-11,0.0,NFRI
B201221493,87,4.139999999999999403781806174E-11,0.0,NFRI
B201221493,9E+1,4.199999999999999713575528306E-11,0.0,NFRI
B201221493,92,4.239999999999999704693058542E-11,0.0,NFRI
B201221493,95,4.300000000000000014486780674E-11,0.0,NFRI
B201221493,97,4.34000000000000000560431091E-11,0.0,NFRI
B201221493,1E+2,4.400000000000000315398033042E-11,0.0,NFRI
B201869440,3E+2,3.89999999999999991118215803,0,NFRI
B201221515,1E+1,1.479999999999999954076367152E-12,0.0,NFRI
B201221515,12,1.516000000000000002627694051E-12,0.0,NFRI
B201221515,15,1.56999999999999997448048853E-12,0.0,NFRI
B201221515,17,1.606000000000000023031815428E-12,0.0,NFRI
B201221515,2E+1,1.659999999999999994884609908E-12,0.0,NFRI
B201221515,22,1.696000000000000043435936806E-12,0.0,NFRI
B201221515,25,1.750000000000000015288731285E-12,0.0,NFRI
B201221515,27,1.786000000000000063840058184E-12,0.0,NFRI
B201221515,3E+1,1.839999999999999833744460926E-12,0.0,NFRI
B201221515,32,1.875999999999999680347396088E-12,0.0,NFRI
B201221515,35,1.930000000000000056096974041E-12,0.0,NFRI
B201221515,37,1.965999999999999902699909202E-12,0.0,NFRI
B201221515,4E+1,2.019999999999999874552703682E-12,0.0,NFRI
B201221515,42,2.056000000000000125052422317E-12,0.0,NFRI
B201221515,45,2.109999999999999693008433323E-12,0.0,NFRI
B201221515,47,2.145999999999999943508151958E-12,0.0,NFRI
B201221515,5E+1,2.199999999999999915360946437E-12,0.0,NFRI
B201221515,52,2.235999999999999761963881599E-12,0.0,NFRI
B201221515,55,2.290000000000000137713459551E-12,0.0,NFRI
B201221515,57,2.325999999999999984316394713E-12,0.0,NFRI
B201221515,6E+1,2.379999999999999956169189192E-12,0.0,NFRI
B201221515,62,2.415999999999999802772124354E-12,0.0,NFRI
B201221515,65,2.470000000000000986315269253E-12,0.0,NFRI
B201221515,67,2.505999999999999621227853995E-12,0.0,NFRI
B201221515,7E+1,2.559999999999999996977431948E-12,0.0,NFRI
B201221515,72,2.596000000000000247477150583E-12,0.0,NFRI
B201221515,75,2.649999999999999815433161589E-12,0.0,NFRI
B201221515,77,2.686000000000000065932880224E-12,0.0,NFRI
B201221515,8E+1,2.740000000000000441682458176E-12,0.0,NFRI
B201221515,82,2.776000000000000288285393338E-12,0.0,NFRI
B201221515,85,2.829999999999999856241404344E-12,0.0,NFRI
B201221515,87,2.866000000000000106741122979E-12,0.0,NFRI
B201221515,9E+1,2.920000000000000078593917458E-12,0.0,NFRI
B201221515,92,2.956000000000000329093636093E-12,0.0,NFRI
B201221515,95,3.009999999999999897049647099E-12,0.0,NFRI
B201221515,97,3.046000000000000147549365734E-12,0.0,NFRI
B201221515,1E+2,3.100000000000000119402160214E-12,0.0,NFRI
B201869380,3E+2,0.4000000000000000222044604925,0,NFRI
B201216735,298,2.600000000000000028484640531E-13,0.0,NFRI
B201841285,3E+2,1.099999999999999949602537549E-10,0,NFRI
B201870963,3E+2,3.199999999999999996221789935E-13,0,NFRI
B201218764,5,1.899999999999999901200112975E-11,0.0,NFRI
B201218764,1E+1,1.799999999999999923406287385E-11,0.0,NFRI
B201218764,2E+1,1.899999999999999901200112975E-11,0.0,NFRI
B201218764,4E+1,2.200000000000000157699016521E-11,0.0,NFRI
B201218764,6E+1,2.399999999999999790169240921E-11,0.0,NFRI
B201218764,8E+1,2.700000000000000046668144467E-11,0.0,NFRI
B201218764,1E+2,2.899999999999999679138368867E-11,0.0,NFRI
B201218764,2E+2,3.799999999999999802400225949E-11,0.0,NFRI
B201218764,3E+2,4.300000000000000014486780674E-11,0.0,NFRI
B201218764,5E+2,5.100000000000000483072238945E-11,0.0,NFRI
