record_number,reaction_formula,reaction_method,QDB_process,reactants,products,Data_type,temperature_unit,rate_coefficient_unit,reference_number,DOI,title,author,journal,volume,page,publish_year
B201870218,O21+(X3\Sigma-g) + Mg -> O2 + Mg1+,Heavy Particle Impact Single Charge Transfer,HCX,O21+(X3\Sigma-g) + Mg ,O2 + Mg1+,Experimental Data,K, cm^3 / s ,2018000341,https://doi.org/10.1063/1.1676663,Formation of Magnesium Ions by Charge Transfer,"J. A. Rutherford, R. F. Mathis, B. R. Turner, and D. A. Vroom",JOURNAL OF CHEMICAL PHYSICS,55,3785,1971
B201870219,N21+ + Mg -> N2 + Mg1+,Heavy Particle Impact Single Charge Transfer,HCX,N21+ + Mg ,N2 + Mg1+,Experimental Data,K, cm^3 / s ,2018000341,https://doi.org/10.1063/1.1676663,Formation of Magnesium Ions by Charge Transfer,"J. A. Rutherford, R. F. Mathis, B. R. Turner, and D. A. Vroom",JOURNAL OF CHEMICAL PHYSICS,55,3785,1971
B201870220,NO1+ + Mg -> NO + Mg1+,Heavy Particle Impact Single Charge Transfer,HCX,NO1+ + Mg ,NO + Mg1+,Experimental Data,K, cm^3 / s ,2018000341,https://doi.org/10.1063/1.1676663,Formation of Magnesium Ions by Charge Transfer,"J. A. Rutherford, R. F. Mathis, B. R. Turner, and D. A. Vroom",JOURNAL OF CHEMICAL PHYSICS,55,3785,1971
B201870221,N2O1+ + Mg -> N2O + Mg1+,Heavy Particle Impact Single Charge Transfer,HCX,N2O1+ + Mg ,N2O + Mg1+,Experimental Data,K, cm^3 / s ,2018000341,https://doi.org/10.1063/1.1676663,Formation of Magnesium Ions by Charge Transfer,"J. A. Rutherford, R. F. Mathis, B. R. Turner, and D. A. Vroom",JOURNAL OF CHEMICAL PHYSICS,55,3785,1971
B201223495,"He(1s12s1,3S) + Mg+ -> He+ + Mg",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,3S) + Mg+ ",He+ + Mg,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223570,"He(1s12s1,1S) + Mg2+ -> He+ + Mg+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,1S) + Mg2+ ",He+ + Mg+,Theoretical Data,K, cm^3 / s ,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201866021,"H1+ + Mn12+(3p,2P1/2) -> H+ + Mn12+(3p,2P3/2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + Mn12+(3p,2P1/2) ","H+ + Mn12+(3p,2P3/2)",Theoretical Data,K, cm^3 / s ,2018000310,-,"Fine Structure Proton Excitation Rates for Positive Ions in the 2p, 2p5, 3p, 3p5 Series","Bely, O.; Faucher, P.",Astronomy and Astrophysics,6,88,1970
B201866025,"H1+ + Mn8+(3p5,2P1/2) -> H+ + Mn8+(3p5,2P3/2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + Mn8+(3p5,2P1/2) ","H+ + Mn8+(3p5,2P3/2)",Theoretical Data,K, cm^3 / s ,2018000310,-,"Fine Structure Proton Excitation Rates for Positive Ions in the 2p, 2p5, 3p, 3p5 Series","Bely, O.; Faucher, P.",Astronomy and Astrophysics,6,88,1970
B201212071,"H+ + N+(1s22s22p2,3P0) -> H+ + N+(1s22s22p2,3P1)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N+(1s22s22p2,3P0) ","H+ + N+(1s22s22p2,3P1)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212072,"H+ + N+(1s22s22p2,3P0) -> H+ + N+(1s22s22p2,3P2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N+(1s22s22p2,3P0) ","H+ + N+(1s22s22p2,3P2)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212073,"H+ + N+(1s22s22p2,3P1) -> H+ + N+(1s22s22p2,3P2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N+(1s22s22p2,3P1) ","H+ + N+(1s22s22p2,3P2)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212143,"T+ + N+(1s22s22p2,3P0) -> T+ + N+(1s22s22p2,3P1)",Heavy Particle Impact Electronic Excitation,HEX,"T+ + N+(1s22s22p2,3P0) ","T+ + N+(1s22s22p2,3P1)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212144,"T+ + N+(1s22s22p2,3P0) -> T+ + N+(1s22s22p2,3P2)",Heavy Particle Impact Electronic Excitation,HEX,"T+ + N+(1s22s22p2,3P0) ","T+ + N+(1s22s22p2,3P2)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212145,"T+ + N+(1s22s22p2,3P1) -> T+ + N+(1s22s22p2,3P2)",Heavy Particle Impact Electronic Excitation,HEX,"T+ + N+(1s22s22p2,3P1) ","T+ + N+(1s22s22p2,3P2)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212146,"D+ + N+(1s22s22p2,3P0) -> D+ + N+(1s22s22p2,3P1)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + N+(1s22s22p2,3P0) ","D+ + N+(1s22s22p2,3P1)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212147,"D+ + N+(1s22s22p2,3P0) -> D+ + N+(1s22s22p2,3P2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + N+(1s22s22p2,3P0) ","D+ + N+(1s22s22p2,3P2)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212148,"D+ + N+(1s22s22p2,3P1) -> D+ + N+(1s22s22p2,3P2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + N+(1s22s22p2,3P1) ","D+ + N+(1s22s22p2,3P2)",Theoretical Data,K, cm^3 / s ,2012000647,-,CROSS SECTIONS AND RATE COEFFICIENTS FOR EXCITATION OF THE 1s22s22p2 3PJ → 1s22s22p2 3PJ' FINE-STRUCTURE TRANSITIONS IN CARBON-LIKE IONS BY HEAVY PARTICLE IMPACT,"R. S. I. Ryans, V. J. Foser-woods, F. P. Keenan",ADNDT,73,1,1999
B201212559,"H+ + N3+(1s22s12p1,3Po0) -> H+ + N3+(1s22s12p1,3Po1)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N3+(1s22s12p1,3Po0) ","H+ + N3+(1s22s12p1,3Po1)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212560,"H+ + N3+(1s22s12p1,3Po0) -> H+ + N3+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N3+(1s22s12p1,3Po0) ","H+ + N3+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212561,"H+ + N3+(1s22s12p1,3Po1) -> H+ + N3+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N3+(1s22s12p1,3Po1) ","H+ + N3+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212597,"D+ + N3+(1s22s12p1,3Po0) -> D+ + N3+(1s22s12p1,3Po1)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + N3+(1s22s12p1,3Po0) ","D+ + N3+(1s22s12p1,3Po1)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212601,"D+ + N3+(1s22s12p1,3Po0) -> D+ + N3+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + N3+(1s22s12p1,3Po0) ","D+ + N3+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201212602,"D+ + N3+(1s22s12p1,3Po1) -> D+ + N3+(1s22s12p1,3Po2)",Heavy Particle Impact Electronic Excitation,HEX,"D+ + N3+(1s22s12p1,3Po1) ","D+ + N3+(1s22s12p1,3Po2)",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216662,"T+ + N3+(1s22s12p1,3Po0) -> N3+(1s22s12p1,3Po1) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + N3+(1s22s12p1,3Po0) ","N3+(1s22s12p1,3Po1) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216667,"T+ + N3+(1s22s12p1,3Po0) -> N3+(1s22s12p1,3Po2) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + N3+(1s22s12p1,3Po0) ","N3+(1s22s12p1,3Po2) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201216668,"T+ + N3+(1s22s12p1,3Po1) -> N3+(1s22s12p1,3Po2) + T+",Heavy Particle Impact Electronic Excitation,HEX,"T+ + N3+(1s22s12p1,3Po1) ","N3+(1s22s12p1,3Po2) + T+",Theoretical Data,K, cm^3 / s ,2012000664,-,Cross sections and rate coefficients for excitation of the 1s22s22p1 3PoJ → 1s22s12p1 3PoJ' fine-structure transitions in beryllium-like iions by heavy particle impact,"R. S. I. Ryans, V. J. Foster-woods, F. Copeland, F. P. Keenan, A. Matthews",ADNDT,70,179,1998
B201221879,"H+ + N2+(1s22s22p1,2P1/2) -> H+ + N2+(1s22s22p1,2P3/2)",Heavy Particle Impact Electronic Excitation,HEX,"H+ + N2+(1s22s22p1,2P1/2) ","H+ + N2+(1s22s22p1,2P3/2)",Theoretical Data,K, cm^3 / s ,2012001288,-,"Proton impact excitation of the ground state fine-structure transition in C ll, N III and 0 IV","V.J. Foster, F.P. Keenan, R.H.G. Reid",Astron. Astrophys,308,1009,1996
B201221894,"H+ + N3+(1s22s12p1,3P0) -> H+ + N3+(1s22s12p1,3P1)",Heavy Particle Impact Rotational Excitation,HEX,"H+ + N3+(1s22s12p1,3P0) ","H+ + N3+(1s22s12p1,3P1)",Theoretical Data,K, cm^3 / s ,2012001290,-,"Proton impact excitation of the 1s22s2p 3P fine-structure transitions in the Be-like ions C III, N IV, and O V","R.S.I. Ryans, V.J. Foster-Woods, R.H.G. Reid, F.P. Keenan, F. Copeland",Astron. Astrophys.,336,393,1998
B201221895,"H+ + N3+(1s22s12p1,3P0) -> H+ + N3+(1s22s12p1,3P2)",Heavy Particle Impact Rotational Excitation,HEX,"H+ + N3+(1s22s12p1,3P0) ","H+ + N3+(1s22s12p1,3P2)",Theoretical Data,K, cm^3 / s ,2012001290,-,"Proton impact excitation of the 1s22s2p 3P fine-structure transitions in the Be-like ions C III, N IV, and O V","R.S.I. Ryans, V.J. Foster-Woods, R.H.G. Reid, F.P. Keenan, F. Copeland",Astron. Astrophys.,336,393,1998
B201221896,"H+ + N3+(1s22s12p1,3P1) -> H+ + N3+(1s22s12p1,3P2)",Heavy Particle Impact Rotational Excitation,HEX,"H+ + N3+(1s22s12p1,3P1) ","H+ + N3+(1s22s12p1,3P2)",Theoretical Data,K, cm^3 / s ,2012001290,-,"Proton impact excitation of the 1s22s2p 3P fine-structure transitions in the Be-like ions C III, N IV, and O V","R.S.I. Ryans, V.J. Foster-Woods, R.H.G. Reid, F.P. Keenan, F. Copeland",Astron. Astrophys.,336,393,1998
B201863429,"H1+ + N3+(2s 2p,3P0) -> H1+ + N3+(2s 2p,3P1)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + N3+(2s 2p,3P0) ","H1+ + N3+(2s 2p,3P1)",Theoretical Data,K, cm^3 / s ,2018000175,https://doi.org/10.1016/0092-640X(87)90027-1,Proton excitation rate coefficients and cross sections among the fine-structure levels of the (2s2p)3P state in Be-like ions,J.G. Doyle,Atomic Data and Nuclear Data Tables,37,441-453,1987
B201863430,"H1+ + N3+(2s 2p,3P0) -> H1+ + N3+(2s 2p,3P2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + N3+(2s 2p,3P0) ","H1+ + N3+(2s 2p,3P2)",Theoretical Data,K, cm^3 / s ,2018000175,https://doi.org/10.1016/0092-640X(87)90027-1,Proton excitation rate coefficients and cross sections among the fine-structure levels of the (2s2p)3P state in Be-like ions,J.G. Doyle,Atomic Data and Nuclear Data Tables,37,441-453,1987
B201863431,"H1+ + N3+(2s 2p,3P1) -> H1+ + N3+(2s 2p,3P2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + N3+(2s 2p,3P1) ","H1+ + N3+(2s 2p,3P2)",Theoretical Data,K, cm^3 / s ,2018000175,https://doi.org/10.1016/0092-640X(87)90027-1,Proton excitation rate coefficients and cross sections among the fine-structure levels of the (2s2p)3P state in Be-like ions,J.G. Doyle,Atomic Data and Nuclear Data Tables,37,441-453,1987
B201865974,"H1+ + N2+(2p,2P1/2) -> H+ + N2+(2p,2P3/2)",Heavy Particle Impact Excitation Excitation,HEX,"H1+ + N2+(2p,2P1/2) ","H+ + N2+(2p,2P3/2)",Theoretical Data,K, cm^3 / s ,2018000310,-,"Fine Structure Proton Excitation Rates for Positive Ions in the 2p, 2p5, 3p, 3p5 Series","Bely, O.; Faucher, P.",Astronomy and Astrophysics,6,88,1970
B201218119,H+ + N(4S) -> H + N+(3P),Heavy Particle Impact Charge Transfer Charge Transfer,HCX,H+ + N(4S) ,H + N+(3P),Theoretical Data,K,cm^3/s,2012001076,-,"Inelastic processes in collisions of H+ ions with C, N, O and Si atoms below 1 keV","M. Kimura, J. P. Gu, G. Hirsch, R. J. Buenker",Phys. Rev. A,55,2778,1997
B201223332,C + N2+ -> C+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,C + N2+ ,C+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223333,Ne + N2+ -> Ne+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Ne + N2+ ,Ne+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223334,Mg + N2+ -> Mg+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Mg + N2+ ,Mg+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223335,Ar + N2+ -> Ar+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Ar + N2+ ,Ar+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223336,Fe + N2+ -> Fe+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Fe + N2+ ,Fe+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223397,He + N2+ -> He+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,He + N2+ ,He+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223398,O + N2+ -> O+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,O + N2+ ,O+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223399,Na + N2+ -> Na+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Na + N2+ ,Na+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223403,Si + N2+ -> Si+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Si + N2+ ,Si+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223409,Ca + N2+ -> Ca+ + N+,Heavy Particle Impact Charge Transfer Charge Transfer,HCX,Ca + N2+ ,Ca+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223490,"He(1s12s1,1S) + N+ -> He+ + N",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,1S) + N+ ",He+ + N,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223491,"He(1s12p1,3P) + N+ -> He+ + N",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,3P) + N+ ",He+ + N,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223516,"He(1s12s1,3S) + N2+ -> He+ + N+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,3S) + N2+ ",He+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223517,"He(1s12p1,3P) + N2+ -> He+ + N+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,3P) + N2+ ",He+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223566,"He(1s12p1,1P) + N2+ -> He+ + N+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,1P) + N2+ ",He+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223579,"He(1s12s1,1S) + N2+ -> He+ + N+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12s1,1S) + N2+ ",He+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201223580,"He(1s12p1,1P) + N2+ -> He+ + N+",Heavy Particle Impact Charge Transfer Charge Transfer,HCX,"He(1s12p1,1P) + N2+ ",He+ + N+,Theoretical Data,K,cm^3/s,2012001304,-,CHARGE TRANSFER IN HELIUM-RICH SUPERNOVA PLASMA,D. A. Swartz,Astrophys. J.,428,267,1994
B201225966,CN+ + N -> N2+ + C,Heavy Particle Impact Reaction Reaction,HIR,CN+ + N ,N2+ + C,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225967,HCN+ + N -> CH+ + N2,Heavy Particle Impact Reaction Reaction,HIR,HCN+ + N ,CH+ + N2,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225968,HC3N+ + N -> C2N+ + HCN,Heavy Particle Impact Reaction Reaction,HIR,HC3N+ + N ,C2N+ + HCN,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225969,HC3N+ + N -> C3H+ + N2,Heavy Particle Impact Reaction Reaction,HIR,HC3N+ + N ,C3H+ + N2,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225970,H2O+ + N -> NOH+ + H,Heavy Particle Impact Reaction Reaction,HIR,H2O+ + N ,NOH+ + H,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225971,H2O+ + N -> NO+ + H2,Heavy Particle Impact Reaction Reaction,HIR,H2O+ + N ,NO+ + H2,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225972,CO+ + N -> NO+ + C,Heavy Particle Impact Reaction Reaction,HIR,CO+ + N ,NO+ + C,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225973,O2+ + N -> NO+ + O,Heavy Particle Impact Reaction Reaction,HIR,O2+ + N ,NO+ + O,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201225974,CO2+ + N -> CO+ + NO,Heavy Particle Impact Reaction Reaction,HIR,CO2+ + N ,CO+ + NO,Experimental Data,K, cm^3 / s ,2012001057,-,Gas-phase reactions of some positive ions with atomic and molecular nitrogen,"G. B. I. Scott, D. A. Fairley, C. G. Freeman, M. J. McEwan",J. Chem. Phys.,109,9010,1998
B201840046,CH1+ + N -> CN1+ + H,Heavy Particle Impact Particle Interchange Reaction,HIR,CH1+ + N ,CN1+ + H,Experimental Data,K, cm^3 / s ,2018000170,-,"A SURVEY OF BIMOLECULAR ION-MOLECULE REACTIONS FOR USE IN MODELING THE CHEMISTRY OF PLANETARY ATMOSPHERES, COMETARY COMAE, AND INTERSTELLAR CLOUDS: 1993 SUPPLEMENT",V. G. ANICICH,THE ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,84,215-315,1993
B201840123,C2H 1+ + N -> C2N1+ + H,Heavy Particle Impact Particle Interchange Reaction,HIR,C2H 1+ + N ,C2N1+ + H,Experimental Data,K, cm^3 / s ,2018000170,-,"A SURVEY OF BIMOLECULAR ION-MOLECULE REACTIONS FOR USE IN MODELING THE CHEMISTRY OF PLANETARY ATMOSPHERES, COMETARY COMAE, AND INTERSTELLAR CLOUDS: 1993 SUPPLEMENT",V. G. ANICICH,THE ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,84,215-315,1993
